City_ID,City,Country,Latitude,longitude,Maximum temperature,Percent humidity,Percent cloudiness,Wind Speed,Weather description
349,Frederico Westphalen,BR,-27.3592,-53.3944,61.56,86,93,4.81,moderate rain
350,Bilibino,RU,68.0546,166.4372,5.85,95,92,1.59,overcast clouds
351,Ilo,PE,-17.6394,-71.3375,61.63,86,38,6.35,scattered clouds
352,Vanimo,PG,-2.6741,141.3028,82.04,82,99,3.96,overcast clouds
353,Laguna,US,38.421,-121.4238,82.49,29,1,1.99,clear sky
354,Roald,NO,62.5833,6.1333,51.17,93,90,11.5,heavy intensity drizzle
355,Naryan-Mar,RU,67.6713,53.087,30.69,95,100,9.95,overcast clouds
356,Teeli,RU,51.0333,90.2333,33.04,59,100,1.25,overcast clouds
357,Nova Prata,BR,-28.7839,-51.61,61.29,95,92,3.2,overcast clouds
358,Miri,MY,4.4148,114.0089,79.75,88,100,5.19,overcast clouds
359,Senneterre,CA,48.3835,-77.2328,59.22,96,100,8.05,overcast clouds
360,Salto De Agua,MX,17.6167,-92.3667,86.02,87,45,2.62,scattered clouds
361,Grenada,ES,37.1882,-3.6067,62.19,70,0,1.01,clear sky
362,Sabancuy,MX,18.9667,-91.1833,82.26,77,54,6.49,broken clouds
363,Bozhou,CN,33.8772,115.7703,55.69,54,100,9.86,light rain
364,Amapa,BR,1.0,-52.0,74.28,94,92,5.82,overcast clouds
365,Hamilton,US,39.1834,-84.5333,77.09,75,1,1.01,clear sky
366,Bueno Brandao,BR,-22.4408,-46.3508,60.64,96,100,3.65,overcast clouds
367,Gat,IL,31.61,34.7642,70.39,67,0,4.61,clear sky
368,Winfield,US,37.2398,-96.9956,66.29,68,90,17.27,light rain
369,Tawang,IN,27.5833,91.8667,53.11,80,70,2.13,broken clouds
370,Pativilca,PE,-10.7,-77.7833,62.87,88,52,6.58,broken clouds
371,Angoche,MZ,-16.2325,39.9086,74.8,88,12,3.22,few clouds
372,Quesnel,CA,52.9999,-122.5029,43.3,75,75,2.3,broken clouds
373,Margate,GB,51.3813,1.3862,53.69,81,58,3.0,broken clouds
374,Praia Da Vitoria,PT,38.7333,-27.0667,72.75,94,100,13.89,overcast clouds
375,Macau,MO,22.2006,113.5461,83.07,78,0,16.11,clear sky
376,Mikhaylovka,RU,50.06,43.2379,43.9,57,79,4.65,broken clouds
377,Mago,RU,53.2514,140.1822,43.03,92,100,14.76,moderate rain
378,Auki,SB,-8.7676,160.7034,81.12,78,100,3.33,overcast clouds
379,Uray,RU,60.1247,64.7758,27.0,65,6,5.39,clear sky
380,Bandarbeyla,SO,9.4942,50.8122,78.91,86,82,21.9,broken clouds
381,Bonnyville,CA,54.2668,-110.735,44.76,81,98,8.39,overcast clouds
382,Bowen,AU,-20.0167,148.2333,77.92,55,8,8.97,clear sky
383,Corvallis,US,44.5646,-123.262,57.88,72,40,9.22,scattered clouds
384,Salamiyah,SY,35.0113,37.0532,66.51,54,37,2.77,scattered clouds
385,Homer,US,59.6425,-151.5483,48.07,64,1,0.0,clear sky
386,Teguldet,RU,57.3064,88.1667,26.46,82,100,5.03,overcast clouds
387,Osorio,BR,-29.8867,-50.2697,63.09,84,97,11.1,overcast clouds
388,Pingzhuang,CN,42.0372,119.2889,46.08,38,0,3.83,clear sky
389,General Roca,AR,-39.0333,-67.5833,73.8,17,14,8.81,few clouds
390,Nishihara,JP,26.1842,127.7558,83.48,87,90,16.11,heavy intensity rain
391,Salinopolis,BR,-0.6136,-47.3561,80.76,80,53,10.71,broken clouds
392,Krasnoselkup,RU,65.7,82.4667,25.0,82,52,11.27,broken clouds
393,Kashi,CN,39.4547,75.9797,45.48,54,90,4.21,overcast clouds
394,Kuytun,RU,54.3419,101.5036,34.72,72,63,3.06,broken clouds
395,Mogadishu,SO,2.0371,45.3438,78.08,86,23,12.86,few clouds
396,Tolaga Bay,NZ,-38.3667,178.3,61.84,60,2,11.52,clear sky
397,Moree,AU,-29.4667,149.85,64.42,82,90,9.22,light rain
398,Burnie,AU,-41.0667,145.9167,56.95,41,3,3.38,clear sky
399,Imeni Zhelyabova,RU,58.9544,36.5956,40.71,82,21,6.96,few clouds
400,Chardara,KZ,41.2547,67.9692,49.78,37,0,5.61,clear sky
401,Nizhniy Kuranakh,RU,58.8353,125.4869,31.51,82,93,11.79,overcast clouds
402,Batemans Bay,AU,-35.7167,150.1833,60.19,49,93,8.01,overcast clouds
403,Acapulco,MX,16.8634,-99.8901,85.82,66,40,2.3,scattered clouds
404,Nantucket,US,41.2835,-70.0995,63.01,90,100,25.81,heavy intensity rain
405,Piacabucu,BR,-10.4056,-36.4344,76.42,79,74,10.89,broken clouds
406,Lakatoro,VU,-16.0999,167.4164,81.52,75,99,15.03,overcast clouds
407,Takoradi,GH,4.8845,-1.7554,76.08,89,100,8.55,overcast clouds
408,Bengkulu,ID,-3.8004,102.2655,76.06,90,92,5.26,overcast clouds
409,Tromso,NO,69.6496,18.957,45.25,93,90,5.75,overcast clouds
410,Bara,NG,10.3744,10.7288,74.95,84,96,7.61,overcast clouds
411,Bakchar,RU,57.0186,82.0711,26.8,79,99,4.47,overcast clouds
412,Ovalle,CL,-30.5983,-71.2003,61.3,46,1,2.73,clear sky
413,Rabo De Peixe,PT,37.8,-25.5833,69.31,94,75,11.5,broken clouds
414,Svobodnyy,RU,51.4,128.1333,40.14,73,7,12.1,clear sky
415,De Aar,ZA,-30.6497,24.0123,55.89,17,59,6.26,broken clouds
416,Namibe,AO,-15.1961,12.1522,68.79,87,77,1.7,broken clouds
417,Saint-Augustin,CA,51.226,-58.6502,50.11,69,39,2.89,scattered clouds
418,Kasulu,TZ,-4.5767,30.1025,71.89,56,94,3.27,overcast clouds
419,Omboue,GA,-1.5746,9.2618,76.24,86,100,3.33,overcast clouds
420,Abu Zabad,SD,12.35,29.25,81.39,51,100,6.26,overcast clouds
421,Novoselytsya,UA,48.2193,26.2653,45.97,42,9,2.04,clear sky
422,Skjervoy,NO,70.0311,20.9714,48.69,85,100,1.48,overcast clouds
423,Guerrero Negro,MX,27.9769,-114.0611,75.07,59,0,15.99,clear sky
424,Sotnikovo,RU,51.8845,107.4791,21.29,93,0,6.71,clear sky
425,Kintampo,GH,8.0563,-1.7306,74.17,89,100,5.86,overcast clouds
426,Phetchabun,TH,16.25,101.0833,76.08,96,100,2.1,light rain
427,Camacha,PT,33.0833,-16.3333,68.76,73,20,8.05,few clouds
428,Kurilsk,RU,45.2333,147.8833,54.03,92,100,23.8,overcast clouds
429,Igarka,RU,67.4667,86.5833,26.17,85,100,14.16,overcast clouds
430,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,81,0,9.22,clear sky
431,Alpena,US,45.0617,-83.4327,69.12,97,75,9.22,light rain
432,Leningradskiy,RU,69.3833,178.4167,23.49,91,100,4.83,overcast clouds
433,Santa Maria,BR,-29.6842,-53.8069,63.23,94,96,7.78,overcast clouds
434,Bhatkal,IN,13.9667,74.5667,77.41,89,44,3.96,scattered clouds
435,Westport,US,41.1415,-73.3579,65.19,89,90,10.0,overcast clouds
436,Sibolga,ID,1.7427,98.7792,76.12,88,96,2.55,overcast clouds
437,Mangrol,IN,21.1167,70.1167,81.77,76,39,2.26,scattered clouds
438,Flinders,AU,-34.5833,150.8552,61.05,72,100,5.99,overcast clouds
439,Pangnirtung,CA,66.1451,-65.7125,28.4,100,75,0.0,fog
440,Berlevag,NO,70.8578,29.0864,44.08,88,100,7.45,overcast clouds
441,Brandfort,ZA,-28.7001,26.4597,49.41,34,0,15.79,clear sky
442,Biharamulo,TZ,-2.6319,31.3089,64.92,73,86,3.06,overcast clouds
443,Sechura,PE,-5.5569,-80.8222,67.33,79,30,16.02,scattered clouds
444,Cockburn Town,TC,21.4612,-71.1419,82.36,69,40,9.22,scattered clouds
445,San Clemente,US,33.427,-117.612,84.94,73,0,1.01,clear sky
446,Talcher,IN,20.95,85.2167,73.94,72,20,3.87,few clouds
447,Bama,NG,11.5221,13.6856,79.05,59,82,5.14,broken clouds
448,Hollins,US,37.3413,-79.9431,67.91,93,20,0.0,few clouds
449,Mweka,CD,-4.85,21.5667,70.07,96,99,4.54,overcast clouds
450,Kavieng,PG,-2.5744,150.7967,84.13,69,54,6.33,broken clouds
451,Kviteseid,NO,59.4022,8.4927,47.1,94,53,5.26,broken clouds
452,Ponta Delgada,PT,37.7333,-25.6667,70.52,94,75,11.5,broken clouds
453,Imeni Poliny Osipenko,RU,52.4201,136.4853,42.03,74,100,14.23,overcast clouds
454,Iskateley,RU,67.6803,53.1512,30.58,94,100,10.0,overcast clouds
455,Swellendam,ZA,-34.0226,20.4417,50.38,40,89,2.24,overcast clouds
456,Tivaouane,SN,14.9515,-16.8129,79.14,80,25,6.24,scattered clouds
457,Itarema,BR,-2.9248,-39.9167,79.38,75,6,16.33,clear sky
458,Stepantsevo,RU,56.1314,41.7032,44.76,86,49,4.72,scattered clouds
459,Funadhoo,MV,6.15,73.2667,82.72,78,67,20.31,broken clouds
460,Wangou,CN,42.0623,126.9127,44.62,58,0,1.77,clear sky
461,Savda,IN,21.15,75.8833,75.72,74,41,1.39,scattered clouds
462,Mehran,IR,33.1222,46.1646,77.23,13,0,9.51,clear sky
463,Point Pedro,LK,9.8167,80.2333,81.3,83,100,14.23,very heavy rain
464,Trinidad,BO,-14.8333,-64.9,89.87,39,83,4.94,broken clouds
465,Lahat,ID,-3.8,103.5333,77.5,81,89,1.3,overcast clouds
466,Mount Gambier,AU,-37.8333,140.7667,53.8,49,93,7.85,overcast clouds
467,Neiafu,TO,-18.65,-173.9833,77.68,83,75,5.75,broken clouds
468,Krasnyy Chikoy,RU,50.3643,108.7512,33.08,77,9,3.22,clear sky
469,Chirongui,YT,-12.9319,45.1483,75.13,78,13,10.27,light rain
470,Aswan,EG,24.0934,32.907,87.19,24,11,9.1,few clouds
471,Supata,CO,5.061,-74.2372,69.53,97,98,1.83,overcast clouds
472,Soe,ID,-9.8607,124.284,80.46,37,99,2.39,overcast clouds
473,Gillette,US,44.2911,-105.5022,58.24,45,1,5.99,clear sky
474,Monte Azul,BR,-15.155,-42.8747,75.02,72,76,7.47,broken clouds
475,Pringsewu,ID,-5.3582,104.9744,78.01,87,100,3.38,overcast clouds
476,Clovis,US,36.8252,-119.7029,78.48,36,20,6.91,smoke
477,Tanout,NE,14.9709,8.8879,85.26,14,100,8.48,overcast clouds
478,Upanema,BR,-5.6419,-37.2578,80.65,56,29,18.52,scattered clouds
479,Chara,RU,56.9064,118.2631,29.64,61,16,4.76,few clouds
480,Qiongshan,CN,20.0058,110.3542,78.78,94,40,4.47,light rain
481,Lafiagi,NG,8.8667,5.4167,77.29,86,99,4.03,overcast clouds
482,Hirara,JP,24.8,125.2833,80.87,89,75,25.32,broken clouds
483,Itoman,JP,26.1247,127.6694,86.02,80,75,18.41,moderate rain
484,Oloron-Sainte-Marie,FR,43.1944,-0.6107,53.53,89,72,2.33,broken clouds
485,Muros,ES,42.7762,-9.0603,64.24,72,2,9.64,clear sky
486,Eureka,US,40.8021,-124.1637,61.66,70,46,7.0,scattered clouds
487,Nizhniy Odes,RU,63.6445,54.856,33.19,98,100,7.65,snow
488,La Tuque,CA,47.4334,-72.7824,55.65,82,100,4.61,overcast clouds
489,Maumere,ID,-8.6199,122.2111,82.08,69,86,5.46,overcast clouds
490,Aleksandrov Gay,RU,50.147,48.5704,45.18,50,1,3.98,clear sky
491,Broken Hill,AU,-31.95,141.4333,53.01,52,58,15.93,broken clouds
492,Marsaxlokk,MT,35.8419,14.5431,67.08,59,0,12.66,clear sky
493,Alta Floresta,BR,-9.8756,-56.0861,79.74,63,92,1.21,overcast clouds
494,Kapoeta,SS,4.7717,33.5903,81.39,45,46,10.25,scattered clouds
495,Bubaque,GW,11.2833,-15.8333,82.42,78,84,8.08,broken clouds
496,Descalvado,BR,-21.9039,-47.6194,65.28,92,100,7.81,overcast clouds
497,Opuwo,NA,-18.0607,13.84,74.48,17,0,2.33,clear sky
498,Nelson Bay,AU,-32.7167,152.15,58.1,94,100,1.99,overcast clouds
499,Labuhan,ID,-6.8844,112.2051,80.82,69,76,11.68,broken clouds
500,Savelugu,GH,9.6244,-0.8253,79.12,74,80,7.09,broken clouds
501,Ahwa,IN,20.75,73.6833,70.97,86,54,2.98,broken clouds
502,Novopokrovka,UA,49.8425,36.5477,43.18,57,100,5.99,overcast clouds
503,Caravelas,BR,-17.7125,-39.2481,72.41,92,99,5.75,overcast clouds
504,Karaton,ID,-6.3424,106.1045,81.95,80,77,1.21,broken clouds
505,Novolabinskaya,RU,45.1096,39.894,43.95,88,18,8.72,few clouds
506,Beian,NO,63.6559,9.5683,50.0,87,75,17.27,broken clouds
507,Kahului,US,20.8947,-156.47,82.42,77,40,25.32,scattered clouds
508,Mount Isa,AU,-20.7333,139.5,67.77,100,90,13.8,overcast clouds
509,Catia La Mar,VE,10.6038,-67.0303,84.4,70,20,0.0,few clouds
510,Klaksvik,FO,62.2266,-6.589,43.72,82,98,12.15,overcast clouds
511,Valleyview,CA,55.0667,-117.2859,46.44,39,26,14.97,scattered clouds
512,Alyangula,AU,-13.8483,136.4192,83.71,66,87,11.92,overcast clouds
513,Grand Baie,MU,-20.0182,57.5802,73.87,92,98,4.0,light rain
514,Palmer,US,42.1584,-72.3287,61.63,76,90,1.01,overcast clouds
515,Puerto Baquerizo Moreno,EC,-0.9,-89.6,68.77,81,33,11.03,scattered clouds
516,Aukra,NO,62.7925,6.919,48.76,81,90,8.05,light intensity shower rain
517,Flin Flon,CA,54.7682,-101.865,56.23,53,100,7.94,overcast clouds
518,Kerema,PG,-7.9631,145.7785,76.57,87,100,4.14,overcast clouds
519,La Sarre,CA,48.8002,-79.1996,59.81,96,73,9.95,broken clouds
520,Puerto Ayacucho,VE,5.6639,-67.6236,76.28,90,99,5.12,overcast clouds
521,Nikolayevsk-Na-Amure,RU,53.1406,140.73,44.01,95,100,17.0,moderate rain
522,Yumen,CN,40.2833,97.2,36.32,31,25,11.1,scattered clouds
523,Belaya Gora,RU,68.5333,146.4167,23.32,63,100,3.04,overcast clouds
524,Te Anau,NZ,-45.4167,167.7167,37.0,99,100,2.55,heavy intensity rain
525,Iquitos,PE,-3.7481,-73.2472,80.64,74,20,3.44,few clouds
526,Cuitareo,MX,19.6167,-100.6,67.95,86,44,4.07,scattered clouds
527,Genc,TR,38.7507,40.5603,58.24,20,0,5.32,clear sky
528,Salalah,OM,17.0151,54.0924,80.69,78,75,3.44,broken clouds
529,Raudeberg,NO,61.9875,5.1352,48.87,78,100,17.6,overcast clouds
530,Tuatapere,NZ,-46.1333,167.6833,47.82,95,100,4.21,moderate rain
531,Vanderhoof,CA,54.0166,-124.0198,45.86,49,90,10.38,overcast clouds
532,Swansea,GB,51.6208,-3.9432,54.45,85,57,6.51,broken clouds
533,Nador,MA,35.174,-2.9287,68.25,83,20,11.5,few clouds
534,Cabedelo,BR,-6.9811,-34.8339,77.67,77,21,12.17,few clouds
535,Caraquet,CA,47.7941,-64.9386,49.33,90,100,4.81,overcast clouds
536,De-Kastri,RU,51.4667,140.7833,42.66,93,100,23.11,overcast clouds
537,Gazojak,TM,41.1875,61.4036,48.4,42,1,3.22,clear sky
538,Real,PH,14.6625,121.6047,86.14,85,99,13.38,overcast clouds
539,Fukue,JP,32.6881,128.8419,77.36,88,75,3.44,broken clouds
540,Pingyin,CN,36.2831,116.4453,51.64,61,24,6.98,light rain
541,Mabaruma,GY,8.2,-59.7833,79.34,83,46,6.02,scattered clouds
542,San Vicente,AR,-26.6167,-54.1333,62.67,90,91,3.33,overcast clouds
543,Yabrud,SY,33.9674,36.6574,57.52,31,57,2.8,broken clouds
544,Livadiya,RU,42.8692,132.6764,53.96,58,23,17.11,few clouds
545,Mahenge,TZ,-8.6833,36.7167,60.48,84,91,3.24,overcast clouds
546,Pampa,US,35.5362,-100.9599,53.64,100,90,16.11,overcast clouds
547,Simga,IN,21.6333,81.7,75.72,69,20,4.14,few clouds
548,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,37.99,100,90,22.37,shower sleet
549,Marawi,PH,7.9986,124.2928,76.64,82,92,9.01,overcast clouds
550,Nuristan,AF,35.3,70.8333,31.53,56,0,5.68,clear sky
551,Piet Retief,ZA,-27.0071,30.8132,50.58,73,100,1.66,overcast clouds
552,Changji,CN,44.0167,87.3167,41.79,60,0,6.71,clear sky
553,Bonthe,SL,7.5264,-12.505,77.92,87,44,5.5,light rain
554,Garowe,SO,8.4054,48.4845,77.23,75,91,13.2,light rain
555,Brewster,US,41.3973,-73.6171,62.92,91,90,1.01,overcast clouds
556,Pitimbu,BR,-7.4706,-34.8086,77.59,79,51,9.95,broken clouds
557,Saint-Francois,FR,46.4154,3.9054,38.68,95,90,2.3,fog
558,Marsh Harbour,BS,26.5412,-77.0636,82.65,63,19,5.53,few clouds
559,Manadhoo,MV,5.7667,73.3833,82.72,78,73,19.51,broken clouds
560,Anantapur,IN,14.6833,77.6,75.99,86,95,7.38,overcast clouds
561,Baiquan,CN,47.5833,126.0833,45.07,61,0,11.7,clear sky
562,Vila,PT,42.0304,-8.1588,53.71,66,75,4.74,broken clouds
563,Gospic,HR,44.5461,15.3747,42.49,97,100,10.54,overcast clouds
564,Hervey Bay,AU,-25.2986,152.8535,81.03,65,11,13.85,few clouds
565,Anloga,GH,5.7947,0.8973,78.66,85,59,7.65,light rain
566,Vestmanna,FO,62.1564,-7.1664,41.92,93,90,1.14,drizzle
567,Westerland,DE,54.9079,8.3033,55.42,71,75,12.66,broken clouds
568,Telde,ES,27.9924,-15.4192,70.41,75,20,3.0,few clouds
569,Port Blair,IN,11.6667,92.75,78.84,89,75,5.75,mist
570,Mareeba,AU,-17.0,145.4333,84.33,60,18,1.95,few clouds
571,Mpika,ZM,-11.8343,31.4529,65.41,46,44,6.24,scattered clouds
572,Beloha,MG,-25.1667,45.05,67.46,82,52,13.38,light rain
573,Sao Felix Do Xingu,BR,-6.6447,-51.995,79.83,64,100,1.59,overcast clouds
574,Bilma,NE,18.6853,12.9164,81.88,11,34,7.4,scattered clouds
575,Kedrovyy,RU,56.1667,91.8167,34.21,99,100,2.26,overcast clouds
576,Roebourne,AU,-20.7833,117.1333,78.51,27,9,21.92,clear sky
577,Nouadhibou,MR,20.931,-17.0347,69.04,83,0,20.51,clear sky
578,Svetlyy,RU,54.675,20.1347,35.65,67,0,10.54,clear sky
579,Magadi,IN,12.9667,77.2333,71.76,96,67,4.5,broken clouds
580,La Reforma,MX,25.0833,-108.05,93.15,61,6,9.51,clear sky
581,Dunedin,NZ,-45.8742,170.5036,55.8,71,100,11.99,overcast clouds
582,Vao,NC,-22.6667,167.4833,70.48,63,4,13.27,clear sky
583,Adolfo Lopez Mateos,MX,28.4667,-107.3,70.93,41,0,17.09,clear sky
584,Ostrovnoy,RU,68.0531,39.5131,42.91,94,100,3.96,overcast clouds
585,Constitucion,CL,-35.3333,-72.4167,53.69,82,0,12.17,clear sky
586,Xining,CN,36.6167,101.7667,40.15,73,3,2.04,clear sky
587,Arua,UG,3.0201,30.9111,64.33,93,69,2.37,broken clouds
588,Coquimbo,CL,-29.9533,-71.3436,56.93,76,0,4.61,clear sky
589,Rovinj,HR,45.08,13.64,55.29,73,100,20.96,overcast clouds
590,Vangaindrano,MG,-23.35,47.6,67.57,90,53,4.23,broken clouds
591,Miguel Calmon,BR,-11.4289,-40.595,73.62,64,7,7.78,clear sky
592,Talara,PE,-4.5772,-81.2719,65.12,89,31,14.0,scattered clouds
593,Gubkinskiy,RU,64.434,76.5026,26.98,87,51,10.74,broken clouds
594,San Carlos De Bariloche,AR,-41.1456,-71.3082,49.75,57,40,19.57,scattered clouds
595,Evensk,RU,61.95,159.2333,28.92,85,99,5.5,overcast clouds
596,Kalmunai,LK,7.4167,81.8167,79.77,78,99,3.36,moderate rain
597,Annau,TM,37.8876,58.516,42.3,45,8,2.3,clear sky
598,Kavaratti,IN,10.5669,72.642,82.11,81,99,15.12,overcast clouds
599,Dire,ML,12.2833,-10.9667,75.72,89,100,3.94,overcast clouds
600,Kinlochleven,GB,56.7115,-4.9661,51.75,90,91,4.59,overcast clouds
601,Shasta Lake,US,40.6804,-122.3708,81.32,25,16,1.99,few clouds
602,Fort Morgan,US,40.2503,-103.8,63.25,31,90,6.91,overcast clouds
603,Boyolangu,ID,-8.1181,111.8935,77.04,78,98,7.52,overcast clouds
604,Surt,LY,31.2089,16.5887,75.43,69,72,11.14,broken clouds
605,Chapais,CA,49.7834,-74.8492,56.98,95,100,7.99,overcast clouds
606,Zhigansk,RU,66.7697,123.3711,32.5,97,100,13.33,overcast clouds
607,Barra Do Garcas,BR,-15.89,-52.2567,77.99,76,100,4.79,very heavy rain
608,Chowchilla,US,37.123,-120.2602,78.91,25,1,4.61,clear sky
609,Nelson,NZ,-41.2833,173.2833,65.8,63,100,6.42,overcast clouds
610,Northam,GB,51.0333,-4.2167,51.3,83,11,7.54,few clouds
611,Birsk,RU,55.4211,55.5428,43.57,93,100,4.79,overcast clouds
612,Dudinka,RU,69.4058,86.1778,21.06,92,100,6.46,overcast clouds
613,Mehamn,NO,71.0357,27.8492,44.69,87,100,5.46,overcast clouds
614,Bonavista,CA,48.6499,-53.1147,43.12,75,58,25.34,broken clouds
615,Sulphur,US,30.2366,-93.3774,81.21,78,90,8.05,overcast clouds
616,Buchanan,LR,5.8808,-10.0467,77.14,89,100,4.14,light rain
617,Yar-Sale,RU,66.8333,70.8333,26.78,82,53,7.14,broken clouds
618,Taoudenni,ML,22.6783,-3.9836,89.38,10,51,4.61,broken clouds
619,Nabire,ID,-3.3667,135.4833,83.75,75,94,0.58,overcast clouds
620,Sembe,CG,1.6481,14.5806,69.35,99,99,1.97,overcast clouds
621,Delijan,IR,33.9905,50.6838,54.25,41,0,2.82,clear sky
622,Vostok,RU,46.4856,135.8833,38.52,82,100,14.34,overcast clouds
623,Puerto Palomas,MX,31.7667,-107.6167,72.73,20,0,17.36,clear sky
624,Barcelos,PT,41.5388,-8.6151,68.85,47,73,7.16,broken clouds
625,Bonoua,CI,5.2741,-3.595,80.22,93,100,4.9,moderate rain
626,Yulara,AU,-25.2406,130.9889,62.44,51,2,17.27,clear sky
627,Karratha,AU,-20.7377,116.8463,78.89,30,6,21.59,clear sky
628,Luancheng,CN,37.8792,114.6517,51.96,58,100,1.77,overcast clouds
629,Bulgan,MN,48.8125,103.5347,36.14,50,1,1.97,clear sky
630,Devli,IN,25.75,75.3833,77.05,56,0,4.41,clear sky
631,Wangqing,CN,43.3218,129.7634,49.57,55,0,5.26,clear sky
632,Honiara,SB,-9.4333,159.95,84.65,75,89,5.44,overcast clouds
633,Smoky Lake,CA,54.1169,-112.4686,45.32,53,93,11.5,overcast clouds
634,Mogoytuy,RU,51.2833,114.9167,38.77,59,1,2.91,clear sky
635,Ambon,ID,-3.6954,128.1814,84.34,89,20,2.3,few clouds
636,Tutoia,BR,-2.7619,-42.2744,80.24,78,37,14.58,scattered clouds
637,Palu,ID,-0.8917,119.8707,78.19,88,100,2.42,overcast clouds
638,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,69.1,93,18,5.91,few clouds
639,Touros,BR,-5.1989,-35.4608,79.7,77,25,14.05,scattered clouds
640,Muyezerskiy,RU,63.9333,31.65,48.78,90,100,12.97,overcast clouds
641,Leskovac,RS,42.9981,21.9461,54.63,94,99,1.41,overcast clouds
642,Kizlyar,RU,43.8469,46.715,57.52,71,91,12.17,overcast clouds
643,Huarmey,PE,-10.0681,-78.1522,64.42,88,53,7.52,broken clouds
644,Turayf,SA,31.6725,38.6637,64.65,32,0,9.22,clear sky
645,Montrose,US,38.4166,-108.2673,46.72,42,8,6.93,clear sky
646,Aranos,NA,-24.1333,19.1167,61.79,17,0,8.93,clear sky
647,Skibbereen,IE,51.55,-9.2667,49.8,87,26,5.01,scattered clouds
648,Udachnyy,RU,66.4167,112.4,21.18,92,100,19.28,light snow
649,Dongargaon,IN,20.9667,80.85,69.64,75,20,2.13,few clouds
650,Praia,CV,14.9215,-23.5087,79.34,78,20,17.27,few clouds
651,Shu,KZ,43.5983,73.7614,42.13,72,96,10.87,overcast clouds
652,Scottsbluff,US,41.8666,-103.6672,65.52,29,1,5.99,clear sky
653,Saint Anthony,US,45.0205,-93.218,63.55,68,90,5.99,overcast clouds
654,Saint-Paul,RE,-21.0096,55.2707,71.69,75,0,0.94,clear sky
655,Rach Gia,VN,10.0167,105.0833,82.35,84,100,11.41,overcast clouds
656,Verkhniy Avzyan,RU,53.5289,57.5372,41.07,95,100,2.46,overcast clouds
657,Isoka,ZM,-10.1606,32.6335,66.22,49,72,1.81,broken clouds
658,Yagodnoye,RU,62.55,149.6667,17.51,71,12,2.42,few clouds
659,Myitkyina,MM,25.3833,97.4,74.68,91,13,1.88,few clouds
660,Hundested,DK,55.9667,11.8667,49.86,95,80,16.04,broken clouds
661,Asau,RO,46.4333,26.4,39.76,49,47,1.99,scattered clouds
662,Tezu,IN,27.9167,96.1667,74.32,74,2,3.02,clear sky
663,Goma,CD,-1.6792,29.2228,64.72,85,100,2.84,overcast clouds
664,Honningsvag,NO,70.9821,25.9704,46.08,85,100,9.66,overcast clouds
665,Plyussa,RU,58.4308,29.3654,40.84,73,32,6.96,scattered clouds
666,Umm Lajj,SA,25.0213,37.2685,86.74,49,0,5.95,clear sky
667,Magaria,NE,12.9983,8.9099,83.1,21,100,2.86,overcast clouds
668,Briancon,FR,44.9,6.65,41.38,74,9,2.68,clear sky
669,Nioro,GM,13.35,-15.75,77.04,87,62,4.85,broken clouds
